ID_QUATANGSN,PHIQUATANG,THONGDIEP,TENNGUOINHAN,DIACHIGIAOQUA,ID_DH
2349,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Hoàng Phú Minh,"233đường Trục, P.13, Q. BìnhThạnh",2576
2350,45000,Cuộc đời là một chuyến hành trình.,Quốc Thanh,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",3110
2351,25000,Chúc mừng sinh nhật bạn thân!,Đinh Bảo Vân,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",1820
2352,45000,Chúc mừng sinh nhật bạn thân!,Tâm An,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",1739
2353,25000,Happy Birthday.,An Hải Nam,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",2291
2354,45000,,Bùi Ngọc Minh,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",2946
2355,25000,Party điii…!!,Đầu Bảo Linh,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",3207
2356,45000,Chúc mừng sinh nhật nghen,Trần Duy Minh,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",1575
2357,25000,Chúc bạn một tuổi mới như thế ^^,Trần Tiến Hùng,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",3169
2358,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Nguyễn Gia Hưng,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",1874
2359,25000,Chúc mừng sinh nhật!,Lê Xuân Bách,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",1116
2360,45000,Chúc mừng sinh nhật.,Phạm Quý Long,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",592
2361,25000,Chúc mừng sinh nhật.,Ngô Đan Khanh,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",2867
2362,45000,for the best things are yet to come,Nhật Minh,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,2776
2363,25000,Life is a journey.,Trần Duy Khang,"68 Nguyễn Huệ, P. Bến Nghé, Quận",3080
2364,45000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Nguyễn Bảo Ngọc,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",2378
2365,25000,Cuộc đời là một chuyến hành trình.,Hoàng Minh,"68 Nguyễn Huệ, P. Bến Nghé, Quận",3308
2366,45000,,Vinh,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",2685
2367,25000,Happy Birthday!,Bùi Danh Lưu,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",2232
2368,45000,Happy Birthday.,Đinh Tuấn Khang,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",3134
2369,25000,May beauty and happiness surround you,Hồ Nam,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",3086
2370,45000,Chúc mừng sinh nhật.,Diệp Chi,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",2341
2371,25000,Chúc mừng sinh nhật bạn thân!,Vũ Mạnh Huy,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",3195
2372,45000,\Tận hưởng từng centimet nhé ;),Trần Gia Huy,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",NULL
2373,25000,Chúc mừng sinh nhật người đẹp.,Nhật Minh,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",NULL
2374,45000,Party điii…!!,Vũ Minh Phát,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",3138
2375,25000,Happy Birthday!,Phan Phú Trung,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",2029
2376,45000,Chúc mừng sinh nhật.,Văn Hà Linh,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",3318
2377,25000,Hãy luôn yêu đời nhé !,Huỳnh Quang Trí,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",3299
2378,45000,Life is a journey.,Văn Dũng,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",1646
2379,25000,Chúc mừng sinh nhật!,Hồ Tấn Thiện,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",2624
2380,45000,Chúc mừng sinh nhật bạn thân!,Đầu Quang Hải,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",3208
2381,25000,"Another year older, another year wiser. ",Vũ Mạnh Huy,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",2517
2382,45000,Chúc mừng sinh nhật.,Nguyễn Trần Gia Huy,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",2081
2383,25000,Chúc bạn một tuổi mới như thế ^^,Lê Hoàng Bách,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1599
2384,45000,for the best things are yet to come,Hồ Nam,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",464
2385,25000,Chúc bạn một tuổi mới như thế ^^,Anh Quân,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",710
2386,45000,Forget the past; look forward to the future,Nguyễn Hoàng Biển,"233đường Trục, P.13, Q. BìnhThạnh",3008
2387,25000,Forget the past; look forward to the future,Nguyễn Danh Hoàng Long,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",2436
2388,45000,for the best things are yet to come,Phạm Bảo Khang,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",1337
2389,25000,Life is a journey.,Nguyễn Đăng Huy,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",3018
2390,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Nguyễn Anh Quân,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",1407
2391,25000,,Nguyễn Anh Quân,"156 pAn Lạc A, QBình Tân, TpHCM",2371
2392,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Nguyễn Mai Anh,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",1729
2393,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",Nguyễn Thị Bình Nguyên,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,240
2394,45000,Enjoy every mile. Happy Birthday.,Vòng Tải Đông,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,3336
2395,25000,Enjoy every mile. Happy Birthday.,Nguyễn Minh Nguyệt,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",2413
2396,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Trần Duy Minh,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",3276
2397,25000,Happy Birthday.,Vũ Quang Đạt,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",3361
2398,45000,Những gì tốt đẹp nhất vẫn đang đến.,Hứa Huy Phong,120 Phan Xích Long P3 Quận Bình Thạnh,1881
2399,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Hà Chí Nam,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",2410
2400,45000,Happy Birthday,Phan Thiện Lâm,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",3298
2401,25000,Happy Birthday!,Đỗ Anh Dương,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",2373
2402,45000,Chúc bạn một tuổi mới như thế ^^,Hải Đức,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",2453
2403,25000,Chúc mừng sinh nhật bạn thân!,Nguyễn Ngọc Tấn Nguyên,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",1489
2404,45000,Chúc mừng sinh nhật người đẹp.,Trần Mai Ngọc Đăng,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",3103
2405,25000,Happy Birthday!,Nguyễn Hoàng Biển,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",3014
2406,45000,for the best things are yet to come,Hoàng gia huy,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",3129
2407,25000,Chúc mừng sinh nhật!,Vũ Minh Thành,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",2698
2408,45000,Happy Birthday,Nguyễn Phương Linh,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1661
2409,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",Nguyễn Đăng Huy,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",476
2410,45000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Đầu Bảo Linh,"68 Nguyễn Huệ, P. Bến Nghé, Quận",2444
2411,25000,Happy Birthday!,Đoàn Danh Hưng,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",2884
2412,45000,Chúc mừng sinh nhật bạn thân!,Hoàng Văn Việt,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",3206
2413,25000,Happy Birthday!,Đỗ Gia Bảo,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",3372
2414,45000,Chúc mừng sinh nhật.,Hoàng Thùy Dung,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",2471
2415,25000,Enjoy every mile. Happy Birthday.,Hải Đức,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",NULL
2416,45000,Forget the past; look forward to the future,Đoàn Danh Hưng,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",1747
2417,25000,Happy Birthday!,Phạm Minh Hùng,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",2736
2418,45000,Chúc mừng sinh nhật.,Diệp Chi,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",3320
2419,25000,Một ngày được phủ tràn nắng ấm,Đặng Đức Dũng,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",3324
2420,45000,Enjoy every mile. Happy Birthday.,Nguyễn Tuấn Hưng,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",2492
2421,25000,Chúc mừng sinh nhật nghen,Trương Hà Linh,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",767
2422,45000,Chúc mừng sinh nhật!,Nguyễn Hà Minh Đức,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",3348
2423,25000,Party hard - this is YOUR day\,Bùi Anh Đức,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",1678
2424,45000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Trần Xuân Quang,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",1675
2425,25000,Life is a journey.,Bùi Minh Khôi,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",1346
2426,45000,Happy Birthday!,Trương Minh Triết,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",573
2427,25000,Enjoy every mile. Happy Birthday.,Lâm Bảo Khánh,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",3164
2428,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,An Lê,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",2707
2429,25000,Happy Birthday,Anh Quân,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",953
2430,45000,May beauty and happiness surround you,Trương Mẫn Thy,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",3344
2431,25000,Những gì tốt đẹp nhất vẫn đang đến.,Quang Minh,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",3346
2432,45000,Chúc bạn một tuổi mới như thế ^^,Nguyễn Thị Bình Minh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",3326
2433,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Phạm Cao Lâm,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",2828
2434,45000,Chúc mừng sinh nhật nghen,Nguyễn Minh Trí,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",418
2435,25000,Party điii…!!,Hà Thiện Nhân,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",3290
2436,45000,Enjoy every mile. Happy Birthday.,Nguyễn Bảo Chi. Nguyễn Ngọc Tùng.,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",3215
2437,25000,Cuộc đời là một chuyến hành trình.,Nguyễn Anh Quân,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",2703
2438,45000,Một ngày được phủ tràn nắng ấm,Nguyễn Minh Nguyệt,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",2013
2439,25000,Chúc bạn một tuổi mới như thế ^^,Phạm An Khanh,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",2845
2440,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Đỗ Vũ Phúc Anh,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",3172
2441,25000,Chúc mừng sinh nhật.,Gia Hưng,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",2119
2442,45000,\Tận hưởng từng centimet nhé ;),Nhật Minh,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",2960
2443,25000,,Trần Nhã Kỳ,"233đường Trục, P.13, Q. BìnhThạnh",3122
2444,45000,for the best things are yet to come,Lê Đức Hiếu,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",3204
2445,25000,for the best things are yet to come,Bùi Châu Anh,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",2255
2446,45000,Happy Birthday.,Nguyễn Minh Trí,"68 Nguyễn Huệ, P. Bến Nghé, Quận",2923
2447,25000,Chúc mừng sinh nhật!,Tuấn Minh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",3256
2448,45000,Party hard - this is YOUR day\,Vòng Tải Đông,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",3366
2449,25000,,Lê Nguyễn Thiên Ân,"68 Nguyễn Huệ, P. Bến Nghé, Quận",2613
2450,45000,Life is a journey.,Nguyễn Minh Trí,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",3000
2451,25000,Party hard - this is YOUR day\,Phan Bá Khôi,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,1141
2452,45000,Party hard - this is YOUR day\,Vòng Tải Đông,"68 Nguyễn Huệ, P. Bến Nghé, Quận",1573
2453,25000,Chúc mừng sinh nhật người đẹp.,Hà Thiện Nhân,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",2665
2454,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Đặng Minh Đức,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",2582
2455,25000,Chúc mừng sinh nhật.,Nguyễn Ngọc Ánh,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",2994
2456,45000,Happy Birthday!,Thiên Vũ,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",2940
2457,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Bảo Kỳ,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",3158
2458,45000,Chúc mừng sinh nhật.,Trần Gia Thịnh,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",3354
2459,25000,Một ngày được phủ tràn nắng ấm,Phạm Cao Lâm,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",2892
2460,45000,Forget the past; look forward to the future,Lê Gia Minh,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,3030
2461,25000,Life is a journey.,Tuấn Anh,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",2968
2462,45000,Cuộc đời là một chuyến hành trình.,Khôi,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",3010
2463,25000,Forget the past; look forward to the future,Tâm Ái,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",3421
2464,45000,Happy Birthday!,Lương Bảo Lâm,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",2970
2465,25000,Một ngày được phủ tràn nắng ấm,Đinh Đăng Việt Anh,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",2456
2466,45000,Cuộc đời là một chuyến hành trình.,Nguyễn Thanh Tùng,120 Phan Xích Long P3 Quận Bình Thạnh,2386
2467,25000,Happy Birthday,Lê Nguyễn Thiên Ân,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",1239
2468,45000,Party điii…!!,Nguyễn Huỳnh Bảo Nam,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",3211
2469,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Nguyễn Hoàng Gia Đạt,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",3145
2470,45000,Forget the past; look forward to the future,Trần Hải Bảo Minh,"68 Nguyễn Huệ, P. Bến Nghé, Quận",3139
2471,25000,Chúc mừng sinh nhật.,Đức Thắng,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",2834
2472,45000,Cuộc đời là một chuyến hành trình.,Đào Đình Việt,"68 Nguyễn Huệ, P. Bến Nghé, Quận",2503
2473,25000,Happy Birthday.,Trương Tân Thành,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",2770
2474,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Trần Hải Bảo Minh,"233đường Trục, P.13, Q. BìnhThạnh",1761
2475,25000,Happy Birthday.,Phùng Đức An,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",2630
2476,45000,Happy Birthday.,Quang,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,2973
2477,25000,Party hard - this is YOUR day\,Đỗ Vĩnh An,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",3384
2478,45000,Chúc mừng sinh nhật người đẹp.,Nguyễn Lê Sơn,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",3307
2479,25000,Happy Birthday,Nguyễn Thị Bình Nguyên,"68 Nguyễn Huệ, P. Bến Nghé, Quận",3374
2480,45000,May beauty and happiness surround you,Minh Triết,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",3352
2481,25000,for the best things are yet to come,Hà Lê Bảo Nhi,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",2668
2482,45000,"Another year older, another year wiser. ",Thiên Vũ,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",2071
2483,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Benjamin,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",3375
2484,45000,Happy Birthday!,Vũ Quang Vinh,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",885
2485,25000,Một ngày được phủ tràn nắng ấm,Nguyễn Trúc Quỳnh,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",2987
2486,45000,Hãy luôn yêu đời nhé !,Mai Bảo Ân,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",2629
2487,25000,Happy Birthday.,Phạm Cao Lâm,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",3319
2488,45000,Chúc mừng sinh nhật.,Nhật Minh,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",3422
2489,25000,Life is a journey.,Bảo Kỳ,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",3377
2490,45000,for the best things are yet to come,Lê Nguyễn Thiên Ân,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",3167
2491,25000,Hãy luôn yêu đời nhé !,Ngân Anh,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",3453
2492,45000,Happy Birthday.,Vòng Tải Đông,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",2403
2493,25000,Forget the past; look forward to the future,Lê Đình Đạt,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",2674
2494,45000,Những gì tốt đẹp nhất vẫn đang đến.,Trịnh Hoàng Bách,"233đường Trục, P.13, Q. BìnhThạnh",145
2495,25000,\Tận hưởng từng centimet nhé ;),Cao Minh Bảo,"233đường Trục, P.13, Q. BìnhThạnh",674
2496,45000,Chúc mừng sinh nhật bạn thân!,Kiên,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",2930
2497,25000,\Tận hưởng từng centimet nhé ;),Cao Nguyên,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",3293
2498,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Võ Nguyễn Tuấn Kiệt,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",2969
2499,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Nguyễn Ngọc Mai,"68 Nguyễn Huệ, P. Bến Nghé, Quận",3395
2500,45000,Chúc mừng sinh nhật.,Đoàn Gia Khang,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",3323
2501,25000,Party điii…!!,Nguyễn Nhật Quang,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",2425
2502,45000,Party điii…!!,Lê Đức Hiếu,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",2297
2503,25000,Cuộc đời là một chuyến hành trình.,Ngân Anh,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",3463
2504,45000,,Nguyễn Trường An,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",3245
2505,25000,for the best things are yet to come,Lâm Bảo Khánh,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",825
2506,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Trần Minh Dương,"68 Nguyễn Huệ, P. Bến Nghé, Quận",3423
2507,25000,Enjoy every mile. Happy Birthday.,Phạm Quý Long,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",3025
2508,45000,\Tận hưởng từng centimet nhé ;),Đỗ Vũ Phúc Anh,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",2955
2509,25000,Happy Birthday,Tuấn Minh,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1007
2510,45000,Những gì tốt đẹp nhất vẫn đang đến.,Hưng,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",2511
2511,25000,Forget the past; look forward to the future,Hoàng Văn Việt,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",NULL
2512,45000,Chúc mừng sinh nhật.,Trần Khải Đôn,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",1876
2513,25000,Chúc mừng sinh nhật người đẹp.,Nguyễn Khoa Đăng,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",809
2514,45000,May beauty and happiness surround you,Nguyễn Trung Hưng,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",3238
2515,25000,Chúc mừng sinh nhật nghen,Lê Xuân Bách,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",2743
2516,45000,Chúc mừng sinh nhật!,Trà Thiên Ân,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",3235
2517,25000,Hãy luôn yêu đời nhé !,Nguyễn Trần Gia Huy,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",2332
2518,45000,Những gì tốt đẹp nhất vẫn đang đến.,Lê Hoàng Bách,"233đường Trục, P.13, Q. BìnhThạnh",3146
2519,25000,\Tận hưởng từng centimet nhé ;),Đức Chung,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",3476
2520,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Nguyễn Minh Trí,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",2182
2521,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Nguyễn Ngọc Mai,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",3306
2522,45000,Chúc mừng sinh nhật nghen,Phạm Bảo Khang,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,2944
2523,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Bảo Nam,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",1791
2524,45000,Hãy luôn yêu đời nhé !,Nguyễn Diệp Chi,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",3002
2525,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Nguyễn Diệp Chi,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",2833
2526,45000,Những gì tốt đẹp nhất vẫn đang đến.,Nguyễn Trung Hưng,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",3176
2527,25000,Enjoy every mile. Happy Birthday.,Đoàn Minh Hoàng,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",1985
2528,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Lê Hoàng Giang,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",2977
2529,25000,Chúc mừng khởi đầu một năm hành trình mới,Tạ Minh Đức,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",3166
2530,45000,Happy Birthday!,Đặng Minh Đức,"156 pAn Lạc A, QBình Tân, TpHCM",3074
2531,25000,Chúc mừng sinh nhật!,Lê Hoàng Bách,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",1415
2532,45000,Chúc mừng sinh nhật!,Nguyễn Thị Bình Nguyên,"68 Nguyễn Huệ, P. Bến Nghé, Quận",3481
2533,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",Hoàng gia huy,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",2805
2534,45000,Party điii…!!,Lê Đình Đạt,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",3150
