ID_DH,THOIGIANDAT,TRANGTHAI,THOIGIANGIAO,THOIGIANXN,DIACHIGIAOHANG,TONGCONG,ID_COUPONGIAMGIA,MA_HTGH,MA_HTTT,ID_KH,ID_NV,ID_PO
3274,2/4/2020 2:15,3,2/11/2020 2:15,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,1009,HTGH002   ,HTTT002   ,4839,400,4201
3275,2/4/2020 2:30,5,2/11/2020 2:30,2/12/2020 2:30,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1080,HTGH003   ,HTTT005   ,3580,221,3809
3276,2/4/2020 2:45,5,2/11/2020 2:45,2/12/2020 2:45,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,1158,HTGH001   ,HTTT001   ,9229,153,3371
3277,2/4/2020 3:00,2,2/11/2020 3:00,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1976,HTGH001   ,HTTT001   ,9488,47,2530
3278,2/4/2020 3:15,2,2/11/2020 3:15,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1178,HTGH003   ,HTTT004   ,2055,355,4196
3279,2/4/2020 3:30,4,2/11/2020 3:30,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,1580,HTGH002   ,HTTT003   ,5280,282,4195
3280,2/4/2020 3:45,3,2/11/2020 3:45,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,888,HTGH002   ,HTTT003   ,7676,401,2592
3281,2/4/2020 4:00,1,NULL,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,425,HTGH001   ,HTTT002   ,7143,316,3321
3282,2/4/2020 4:15,6,NULL,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,902,HTGH001   ,HTTT001   ,7617,243,3804
3283,2/4/2020 4:30,3,2/11/2020 4:30,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,246,HTGH003   ,HTTT005   ,406,96,1705
3284,2/4/2020 4:45,3,2/11/2020 4:45,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,204,HTGH003   ,HTTT005   ,8847,57,3649
3285,2/4/2020 5:00,3,2/11/2020 5:00,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1297,HTGH001   ,HTTT001   ,6251,392,3188
3286,2/4/2020 5:15,2,2/11/2020 5:15,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,675,HTGH002   ,HTTT003   ,704,238,4182
3287,2/4/2020 5:30,2,2/11/2020 5:30,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,2033,HTGH003   ,HTTT004   ,7163,20,3436
3288,2/4/2020 5:45,4,2/11/2020 5:45,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,1967,HTGH001   ,HTTT001   ,5648,252,3915
3289,2/4/2020 6:00,4,2/11/2020 6:00,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,942,HTGH002   ,HTTT003   ,3230,14,1645
3290,2/4/2020 6:15,2,2/11/2020 6:15,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,253,HTGH001   ,HTTT001   ,8534,194,4050
3291,2/4/2020 6:30,4,2/11/2020 6:30,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,977,HTGH003   ,HTTT004   ,7328,296,3408
3292,2/4/2020 6:45,2,2/11/2020 6:45,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,809,HTGH003   ,HTTT005   ,4406,483,4069
3293,2/4/2020 7:00,3,2/11/2020 7:00,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,1269,HTGH001   ,HTTT002   ,5079,357,2238
3294,2/4/2020 7:15,1,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,2107,HTGH003   ,HTTT005   ,9748,467,3439
3295,2/4/2020 7:30,2,2/11/2020 7:30,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,2201,HTGH003   ,HTTT005   ,1662,407,3879
3296,2/4/2020 7:45,5,2/11/2020 7:45,2/12/2020 7:45,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,1848,HTGH003   ,HTTT005   ,4892,65,3190
3297,2/4/2020 8:00,3,2/11/2020 8:00,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,885,HTGH002   ,HTTT003   ,3464,84,1577
3298,2/4/2020 8:15,6,NULL,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,NULL,NULL,NULL,NULL,NULL,NULL
3299,2/4/2020 8:30,1,NULL,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,1814,HTGH003   ,HTTT005   ,9544,118,3729
3300,2/4/2020 8:45,1,NULL,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,1298,HTGH003   ,HTTT005   ,7417,342,4030
3301,2/4/2020 9:00,1,NULL,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,1950,HTGH001   ,HTTT002   ,4602,281,1912
3302,2/4/2020 9:15,5,2/11/2020 9:15,2/12/2020 9:15,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,1194,HTGH001   ,HTTT001   ,7918,384,3274
3303,2/4/2020 9:30,2,2/11/2020 9:30,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,1798,HTGH003   ,HTTT005   ,5947,434,1762
3304,2/4/2020 9:45,1,NULL,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,1150,HTGH001   ,HTTT002   ,4292,5,4123
3305,2/4/2020 10:00,5,2/11/2020 10:00,2/12/2020 10:00,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,1429,HTGH003   ,HTTT005   ,1544,183,3752
3306,2/4/2020 10:15,4,2/11/2020 10:15,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,1511,HTGH003   ,HTTT004   ,1066,398,732
3307,2/4/2020 10:30,5,2/11/2020 10:30,2/12/2020 10:30,"156 pAn Lạc A, QBình Tân, TpHCM",0,1287,HTGH002   ,HTTT004   ,816,120,1121
3308,2/4/2020 10:45,3,2/11/2020 10:45,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,1473,HTGH003   ,HTTT005   ,6999,292,4166
3309,2/4/2020 11:00,3,2/11/2020 11:00,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,1332,HTGH001   ,HTTT002   ,4565,357,4247
3310,2/4/2020 11:15,2,2/11/2020 11:15,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,56,HTGH003   ,HTTT005   ,4766,422,4074
3311,2/4/2020 11:30,2,2/11/2020 11:30,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,1728,HTGH003   ,HTTT004   ,6074,150,3315
3312,2/4/2020 11:45,3,2/11/2020 11:45,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1037,HTGH003   ,HTTT005   ,5152,303,3566
3313,2/4/2020 12:00,1,NULL,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,722,HTGH001   ,HTTT002   ,6728,145,327
3314,2/4/2020 12:15,2,2/11/2020 12:15,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,281,HTGH003   ,HTTT004   ,8079,68,1391
3315,2/4/2020 12:30,3,2/11/2020 12:30,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,74,HTGH003   ,HTTT004   ,662,405,3859
3316,2/4/2020 12:45,6,NULL,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1220,HTGH001   ,HTTT001   ,4478,27,3624
3317,2/4/2020 13:00,6,NULL,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,518,HTGH002   ,HTTT004   ,1336,266,3068
3318,2/4/2020 13:15,2,2/11/2020 13:15,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,321,HTGH003   ,HTTT005   ,2268,321,3131
3319,2/4/2020 13:30,2,2/11/2020 13:30,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,2057,HTGH003   ,HTTT004   ,9694,393,4167
3320,2/4/2020 13:45,4,2/11/2020 13:45,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,194,HTGH001   ,HTTT001   ,2343,32,3053
3321,2/4/2020 14:00,5,2/11/2020 14:00,2/12/2020 14:00,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,482,HTGH003   ,HTTT005   ,6950,478,3820
3322,2/4/2020 14:15,4,2/11/2020 14:15,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,598,HTGH001   ,HTTT001   ,9319,293,3910
3323,2/4/2020 14:30,5,2/11/2020 14:30,2/12/2020 14:30,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,396,HTGH001   ,HTTT001   ,3590,16,3969
3324,2/4/2020 14:45,3,2/11/2020 14:45,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1861,HTGH001   ,HTTT002   ,1857,134,298
3325,2/4/2020 15:00,2,2/11/2020 15:00,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,2031,HTGH002   ,HTTT003   ,7566,446,2797
3326,2/4/2020 15:15,5,2/11/2020 15:15,2/12/2020 15:15,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,224,HTGH003   ,HTTT005   ,4561,248,4175
3327,2/4/2020 15:30,3,2/11/2020 15:30,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,1036,HTGH003   ,HTTT005   ,8530,483,4246
3328,2/4/2020 15:45,5,2/11/2020 15:45,2/12/2020 15:45,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,904,HTGH003   ,HTTT005   ,2636,201,3212
3329,2/4/2020 16:00,2,2/11/2020 16:00,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,258,HTGH003   ,HTTT005   ,7198,422,2934
3330,2/4/2020 16:15,6,NULL,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,829,HTGH003   ,HTTT005   ,2902,487,963
3331,2/4/2020 16:30,2,2/11/2020 16:30,NULL,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,833,HTGH001   ,HTTT001   ,6541,471,3832
3332,2/4/2020 16:45,3,2/11/2020 16:45,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,158,HTGH001   ,HTTT001   ,5173,227,3925
3333,2/4/2020 17:00,1,NULL,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,778,HTGH001   ,HTTT001   ,160,6,4125
3334,2/4/2020 17:15,3,2/11/2020 17:15,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,55,HTGH001   ,HTTT002   ,8205,111,3806
3335,2/4/2020 17:30,3,2/11/2020 17:30,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1160,HTGH003   ,HTTT005   ,9812,416,4037
3336,2/4/2020 17:45,3,2/11/2020 17:45,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,369,HTGH002   ,HTTT003   ,9116,223,3078
3337,2/4/2020 18:00,4,2/11/2020 18:00,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1527,HTGH001   ,HTTT002   ,9930,43,3272
3338,2/4/2020 18:15,2,2/11/2020 18:15,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,1095,HTGH001   ,HTTT002   ,7293,341,3559
3339,2/4/2020 18:30,5,2/11/2020 18:30,2/12/2020 18:30,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,184,HTGH001   ,HTTT002   ,9951,426,2157
3340,2/4/2020 18:45,5,2/11/2020 18:45,2/12/2020 18:45,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,477,HTGH001   ,HTTT001   ,337,67,3480
3341,2/4/2020 19:00,3,2/11/2020 19:00,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1413,HTGH003   ,HTTT004   ,2598,109,4220
3342,2/4/2020 19:15,5,2/11/2020 19:15,2/12/2020 19:15,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,2164,HTGH003   ,HTTT005   ,8435,123,1894
3343,2/4/2020 19:30,2,2/11/2020 19:30,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,280,HTGH001   ,HTTT001   ,3397,104,2921
3344,2/4/2020 19:45,2,2/11/2020 19:45,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,1465,HTGH001   ,HTTT002   ,6649,231,3657
3345,2/4/2020 20:00,6,NULL,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,1586,HTGH002   ,HTTT003   ,616,388,3489
3346,2/4/2020 20:15,1,NULL,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,859,HTGH003   ,HTTT005   ,3920,430,3769
3347,2/4/2020 20:30,2,2/11/2020 20:30,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,869,HTGH003   ,HTTT005   ,2649,321,4271
3348,2/4/2020 20:45,1,NULL,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,1154,HTGH002   ,HTTT002   ,7059,429,1851
3349,2/4/2020 21:00,4,2/11/2020 21:00,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,1127,HTGH002   ,HTTT002   ,3193,234,1347
3350,2/4/2020 21:15,2,2/11/2020 21:15,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1803,HTGH002   ,HTTT003   ,4827,401,4234
3351,2/4/2020 21:30,6,NULL,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,1322,HTGH002   ,HTTT004   ,6688,102,2796
3352,2/4/2020 21:45,2,2/11/2020 21:45,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,548,HTGH001   ,HTTT002   ,8290,69,3869
3353,2/4/2020 22:00,4,2/11/2020 22:00,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,965,HTGH002   ,HTTT003   ,6470,263,4059
3354,2/4/2020 22:15,3,2/11/2020 22:15,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1241,HTGH002   ,HTTT002   ,7540,274,3031
3355,2/4/2020 22:30,3,2/11/2020 22:30,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,1069,HTGH002   ,HTTT003   ,4558,18,4005
3356,2/4/2020 22:45,3,2/11/2020 22:45,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,401,HTGH002   ,HTTT004   ,4365,367,3328
3357,2/4/2020 23:00,6,NULL,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,680,HTGH002   ,HTTT003   ,1980,440,3871
3358,2/4/2020 23:15,5,2/11/2020 23:15,2/12/2020 23:15,120 Phan Xích Long P3 Quận Bình Thạnh,0,1583,HTGH001   ,HTTT001   ,9652,419,3553
3359,2/4/2020 23:30,5,2/11/2020 23:30,2/12/2020 23:30,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,1542,HTGH003   ,HTTT005   ,6646,430,3536
3360,2/4/2020 23:45,6,NULL,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,1785,HTGH003   ,HTTT004   ,5417,437,3028
3361,2/5/2020 0:00,2,2/12/2020 0:00,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,568,HTGH002   ,HTTT002   ,432,455,3768
3362,2/5/2020 0:15,1,NULL,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,2034,HTGH002   ,HTTT004   ,9721,250,4016
3363,2/5/2020 0:30,2,2/12/2020 0:30,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,329,HTGH001   ,HTTT001   ,3728,153,4230
3364,2/5/2020 0:45,3,2/12/2020 0:45,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,691,HTGH002   ,HTTT003   ,5052,425,3895
3365,2/5/2020 1:00,6,NULL,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,1547,HTGH001   ,HTTT001   ,3827,229,3125
3366,2/5/2020 1:15,6,NULL,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,837,HTGH003   ,HTTT005   ,9839,488,3569
3367,2/5/2020 1:30,2,2/12/2020 1:30,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,344,HTGH002   ,HTTT003   ,9567,196,3849
3368,2/5/2020 1:45,5,2/12/2020 1:45,2/13/2020 1:45,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,2182,HTGH003   ,HTTT005   ,5178,77,3260
3369,2/5/2020 2:00,6,NULL,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,1157,HTGH001   ,HTTT001   ,4552,206,4147
3370,2/5/2020 2:15,1,NULL,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,2103,HTGH002   ,HTTT002   ,6153,112,3392
3371,2/5/2020 2:30,3,2/12/2020 2:30,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,1491,HTGH001   ,HTTT001   ,9827,106,1785
3372,2/5/2020 2:45,4,2/12/2020 2:45,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,297,HTGH002   ,HTTT003   ,3473,260,3241
3373,2/5/2020 3:00,3,2/12/2020 3:00,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,488,HTGH001   ,HTTT002   ,1376,188,4053
3374,2/5/2020 3:15,4,2/12/2020 3:15,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1767,HTGH002   ,HTTT003   ,3778,103,2869
3375,2/5/2020 3:30,2,2/12/2020 3:30,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,114,HTGH001   ,HTTT001   ,7474,227,4285
3376,2/5/2020 3:45,1,NULL,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,891,HTGH001   ,HTTT001   ,6293,254,2128
3377,2/5/2020 4:00,3,2/12/2020 4:00,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,2009,HTGH002   ,HTTT003   ,8244,282,4233
3378,2/5/2020 4:15,3,2/12/2020 4:15,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,257,HTGH001   ,HTTT002   ,736,258,2043
3379,2/5/2020 4:30,4,2/12/2020 4:30,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,1248,HTGH002   ,HTTT003   ,2916,440,3748
3380,2/5/2020 4:45,2,2/12/2020 4:45,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,286,HTGH001   ,HTTT002   ,5897,389,1797
3381,2/5/2020 5:00,4,2/12/2020 5:00,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1957,HTGH003   ,HTTT005   ,7145,435,4163
3382,2/5/2020 5:15,2,2/12/2020 5:15,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,780,HTGH002   ,HTTT002   ,3956,429,4301
3383,2/5/2020 5:30,2,2/12/2020 5:30,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,2092,HTGH003   ,HTTT004   ,6255,246,4170
3384,2/5/2020 5:45,6,NULL,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,99,HTGH002   ,HTTT002   ,1403,400,4228
3385,2/5/2020 6:00,1,NULL,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,1234,HTGH002   ,HTTT003   ,9784,480,4086
3386,2/5/2020 6:15,1,NULL,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,358,HTGH002   ,HTTT003   ,5909,99,3587
3387,2/5/2020 6:30,5,2/12/2020 6:30,2/13/2020 6:30,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,1199,HTGH003   ,HTTT005   ,2493,123,947
3388,2/5/2020 6:45,5,2/12/2020 6:45,2/13/2020 6:45,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,NULL,NULL,NULL,NULL,NULL,NULL
3389,2/5/2020 7:00,1,NULL,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,402,HTGH002   ,HTTT003   ,9015,377,3862
3390,2/5/2020 7:15,6,NULL,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,140,HTGH002   ,HTTT004   ,3737,404,2545
3391,2/5/2020 7:30,3,2/12/2020 7:30,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,473,HTGH001   ,HTTT001   ,411,83,3161
3392,2/5/2020 7:45,6,NULL,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,1713,HTGH001   ,HTTT001   ,3622,457,4041
3393,2/5/2020 8:00,3,2/12/2020 8:00,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,966,HTGH001   ,HTTT002   ,4061,297,2411
3394,2/5/2020 8:15,5,2/12/2020 8:15,2/13/2020 8:15,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,138,HTGH003   ,HTTT005   ,6345,362,3044
3395,2/5/2020 8:30,4,2/12/2020 8:30,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,522,HTGH002   ,HTTT004   ,9249,481,2836
3396,2/5/2020 8:45,3,2/12/2020 8:45,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,208,HTGH002   ,HTTT003   ,1608,232,2648
3397,2/5/2020 9:00,3,2/12/2020 9:00,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,814,HTGH003   ,HTTT004   ,7377,348,4112
3398,2/5/2020 9:15,5,2/12/2020 9:15,2/13/2020 9:15,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,1308,HTGH001   ,HTTT002   ,3764,449,1818
3399,2/5/2020 9:30,3,2/12/2020 9:30,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,1382,HTGH003   ,HTTT004   ,3853,291,3032
3400,2/5/2020 9:45,6,NULL,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,1167,HTGH001   ,HTTT001   ,5388,186,2389
3401,2/5/2020 10:00,5,2/12/2020 10:00,2/13/2020 10:00,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,22,HTGH002   ,HTTT004   ,1972,156,4162
3402,2/5/2020 10:15,4,2/12/2020 10:15,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,1513,HTGH002   ,HTTT004   ,604,404,4342
3403,2/5/2020 10:30,2,2/12/2020 10:30,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1930,HTGH003   ,HTTT004   ,9200,166,2891
3404,2/5/2020 10:45,3,2/12/2020 10:45,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,280,HTGH003   ,HTTT004   ,8440,355,706
3405,2/5/2020 11:00,6,NULL,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,811,HTGH002   ,HTTT003   ,6462,136,3958
3406,2/5/2020 11:15,2,2/12/2020 11:15,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,808,HTGH002   ,HTTT004   ,9854,329,3916
3407,2/5/2020 11:30,5,2/12/2020 11:30,2/13/2020 11:30,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1185,HTGH003   ,HTTT005   ,3184,362,2083
3408,2/5/2020 11:45,1,NULL,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,708,HTGH001   ,HTTT001   ,5820,243,4236
3409,2/5/2020 12:00,2,2/12/2020 12:00,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,1091,HTGH003   ,HTTT004   ,4995,212,3815
3410,2/5/2020 12:15,2,2/12/2020 12:15,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,2189,HTGH001   ,HTTT001   ,2926,83,4042
3411,2/5/2020 12:30,6,NULL,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,889,HTGH003   ,HTTT005   ,2419,176,3121
3412,2/5/2020 12:45,3,2/12/2020 12:45,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,1233,HTGH003   ,HTTT004   ,7700,166,1517
3413,2/5/2020 13:00,1,NULL,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,732,HTGH003   ,HTTT005   ,6098,210,4007
3414,2/5/2020 13:15,4,2/12/2020 13:15,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,821,HTGH003   ,HTTT004   ,4906,420,3774
3415,2/5/2020 13:30,3,2/12/2020 13:30,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,NULL,NULL,NULL,NULL,NULL,NULL
